"","Suburb","Rooms","Type","Price","Method","SellerG","Date","Distance","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
"5776","Kensington",2,"u",420000,"SP","Nelson","6/08/2016",4.2,1,1,478,80,2002,"Melbourne City Council",-37.7899,144.9231,"Northern Metropolitan","5263"
"5780","Kensington",3,"h",1271000,"S","Edward","7/05/2016",4.2,1,1,284,113,1900,"Melbourne City Council",-37.7938,144.9228,"Northern Metropolitan","5263"
"5781","Kensington",3,"h",1010000,"PI","Edward","7/05/2016",4.2,1,0,234,104,1900,"Melbourne City Council",-37.7923,144.9332,"Northern Metropolitan","5263"
"5782","Kensington",2,"t",750000,"S","Rendina","7/05/2016",4.2,1,1,325,112,2002,"Melbourne City Council",-37.7976,144.9213,"Northern Metropolitan","5263"
"5786","Kensington",2,"h",905000,"S","Edward","8/10/2016",4.2,2,1,138,126,1999,"Melbourne City Council",-37.799,144.9276,"Northern Metropolitan","5263"
"5788","Kensington",2,"h",960000,"S","Nelson","8/10/2016",4.2,1,1,174,72,1900,"Melbourne City Council",-37.7959,144.9343,"Northern Metropolitan","5263"
"5789","Kensington",2,"h",1031000,"SP","Woodards","8/10/2016",4.2,1,1,163,99,1900,"Melbourne City Council",-37.7929,144.9287,"Northern Metropolitan","5263"
"5791","Kensington",3,"h",870000,"S","Greg","8/10/2016",4.2,1,1,211,95,1992,"Melbourne City Council",-37.7891,144.926,"Northern Metropolitan","5263"
"5792","Kensington",3,"h",1165000,"S","Nelson","10/09/2016",4.2,1,0,239,135,1910,"Melbourne City Council",-37.7923,144.9324,"Northern Metropolitan","5263"
"5793","Kensington",5,"h",1710000,"PI","Nelson","10/09/2016",4.2,2,2,566,270,1890,"Melbourne City Council",-37.7893,144.933,"Northern Metropolitan","5263"
"5796","Kensington",3,"h",1455000,"S","Jellis","10/12/2016",4.2,1,0,275,120,1900,"Melbourne City Council",-37.7954,144.9274,"Northern Metropolitan","5263"
"5797","Kensington",1,"u",365000,"VB","Edward","10/12/2016",4.2,1,1,478,47,2012,"Melbourne City Council",-37.7961,144.9261,"Northern Metropolitan","5263"
"5799","Kensington",2,"u",442000,"S","Nelson","10/12/2016",4.2,2,1,3448,71,2010,"Melbourne City Council",-37.7976,144.9285,"Northern Metropolitan","5263"
"5800","Kensington",2,"h",765000,"S","Nardella","10/12/2016",4.2,1,2,158,76,1965,"Melbourne City Council",-37.7902,144.9319,"Northern Metropolitan","5263"
"5802","Kensington",2,"u",515000,"SP","Pagan","11/02/2017",4.2,1,1,3957,81,2010,"Melbourne City Council",-37.7974,144.9261,"Northern Metropolitan","5263"
"5805","Kensington",1,"u",370000,"VB","Edward","12/06/2016",4.2,1,1,478,50,2012,"Melbourne City Council",-37.7961,144.9261,"Northern Metropolitan","5263"
"5808","Kensington",2,"h",1234500,"SP","Nelson","13/08/2016",4.2,2,2,169,127,2008,"Melbourne City Council",-37.7922,144.9316,"Northern Metropolitan","5263"
"5809","Kensington",2,"u",666000,"S","Nelson","13/08/2016",4.2,1,2,1111,92,1998,"Melbourne City Council",-37.7896,144.9321,"Northern Metropolitan","5263"
"5813","Kensington",2,"h",825000,"S","Rendina","14/05/2016",4.2,1,1,211,88,1915,"Melbourne City Council",-37.7925,144.9264,"Northern Metropolitan","5263"
"5818","Kensington",2,"t",812000,"SP","Rendina","16/04/2016",4.2,1,0,132,79,1887,"Melbourne City Council",-37.7989,144.9275,"Northern Metropolitan","5263"
"5819","Kensington",5,"h",1900000,"VB","Nelson","16/04/2016",4.2,2,2,566,270,1890,"Melbourne City Council",-37.7893,144.933,"Northern Metropolitan","5263"
"5821","Kensington",1,"u",445000,"S","Jellis","18/03/2017",4.2,1,0,478,67,1997,"Melbourne City Council",-37.7913,144.9323,"Northern Metropolitan","5263"
"5822","Kensington",2,"h",732000,"SP","Nelson","18/06/2016",4.2,2,1,94,130,2002,"Melbourne City Council",-37.7934,144.9166,"Northern Metropolitan","5263"
"5823","Kensington",3,"h",1260000,"S","Nelson","19/11/2016",4.2,2,2,250,147,1900,"Melbourne City Council",-37.792,144.9324,"Northern Metropolitan","5263"
"5824","Kensington",3,"h",1e+06,"SP","Nelson","19/11/2016",4.2,2,2,211,132,1997,"Melbourne City Council",-37.7926,144.9197,"Northern Metropolitan","5263"
"5825","Kensington",2,"h",1155000,"SP","Edward","19/11/2016",4.2,1,1,197,101,1890,"Melbourne City Council",-37.7918,144.9264,"Northern Metropolitan","5263"
"5829","Kensington",3,"t",790000,"SP","Edward","22/08/2016",4.2,2,2,1181,136,2003,"Melbourne City Council",-37.7982,144.9202,"Northern Metropolitan","5263"
"5831","Kensington",2,"t",7e+05,"VB","Nelson","22/08/2016",4.2,2,1,324,97,2009,"Melbourne City Council",-37.7903,144.9345,"Northern Metropolitan","5263"
"5833","Kensington",3,"h",1230000,"S","Nelson","22/08/2016",4.2,1,1,312,109,1915,"Melbourne City Council",-37.793,144.934,"Northern Metropolitan","5263"
"5836","Kensington",2,"u",460000,"SP","Rendina","23/04/2016",4.2,1,1,478,84,2010,"Melbourne City Council",-37.7948,144.9314,"Northern Metropolitan","5263"
"5837","Kensington",2,"u",395000,"PI","Nelson","23/04/2016",4.2,1,1,478,80,2002,"Melbourne City Council",-37.7899,144.9231,"Northern Metropolitan","5263"
"5839","Kensington",2,"h",850000,"SP","Nelson","24/09/2016",4.2,1,1,169,90,1900,"Melbourne City Council",-37.7925,144.9315,"Northern Metropolitan","5263"
"5846","Kensington",2,"h",868000,"S","Nelson","25/02/2017",4.2,1,1,97,103,2000,"Melbourne City Council",-37.7921,144.9234,"Northern Metropolitan","5263"
"5848","Kensington",2,"t",773000,"S","Rendina","26/07/2016",4.2,1,1,478,90,1970,"Melbourne City Council",-37.7937,144.9295,"Northern Metropolitan","5263"
"5849","Kensington",2,"u",631090,"S","Alexkarbon","27/06/2016",4.2,2,1,2136,94,2012,"Melbourne City Council",-37.7956,144.935,"Northern Metropolitan","5263"
"5851","Kensington",2,"u",410000,"PI","Rendina","27/06/2016",4.2,1,1,478,86,2000,"Melbourne City Council",-37.7897,144.9228,"Northern Metropolitan","5263"
"5853","Kensington",2,"u",425000,"S","Rendina","27/11/2016",4.2,1,1,478,59,2006,"Melbourne City Council",-37.7966,144.9254,"Northern Metropolitan","5263"
"5878","Kew",2,"u",610000,"SP","Nelson","4/03/2017",5.6,1,1,745,72,1968,"Boroondara City Council",-37.8024,145.0346,"Southern Metropolitan","10331"
"5888","Kew",3,"u",882000,"S","Marshall","4/06/2016",5.6,2,2,478,141,1950,"Boroondara City Council",-37.8064,145.0182,"Southern Metropolitan","10331"
"5902","Kew",4,"h",3550000,"VB","Jellis","7/11/2016",5.6,3,4,992,374,1935,"Boroondara City Council",-37.8046,145.0603,"Southern Metropolitan","10331"
"5903","Kew",2,"h",1326000,"S","Nelson","7/11/2016",5.6,1,2,405,80,1890,"Boroondara City Council",-37.8012,145.0361,"Southern Metropolitan","10331"
"5907","Kew",4,"h",1950000,"VB","Kay","8/10/2016",5.6,2,2,400,251,2000,"Boroondara City Council",-37.8147,145.0438,"Southern Metropolitan","10331"
"5912","Kew",4,"h",2550000,"S","Jellis","10/09/2016",5.6,2,2,603,220,1930,"Boroondara City Council",-37.8095,145.0391,"Southern Metropolitan","10331"
"5916","Kew",3,"h",1878000,"SP","Jellis","10/09/2016",5.6,2,1,392,426,2015,"Boroondara City Council",-37.8081,145.0263,"Southern Metropolitan","10331"
"5919","Kew",4,"h",1910000,"PI","Bekdon","10/12/2016",5.6,3,2,277,199,2016,"Boroondara City Council",-37.8007,145.0374,"Southern Metropolitan","10331"
"5921","Kew",3,"h",1410000,"S","Jellis","10/12/2016",5.6,1,2,304,127,1885,"Boroondara City Council",-37.8023,145.0404,"Southern Metropolitan","10331"
"5923","Kew",3,"h",2310000,"S","Walsh","10/12/2016",5.6,1,2,782,175,1920,"Boroondara City Council",-37.8107,145.0219,"Southern Metropolitan","10331"
"5926","Kew",4,"h",2315000,"S","Marshall","11/03/2017",5.6,2,0,364,183,1900,"Boroondara City Council",-37.8125,145.043,"Southern Metropolitan","10331"
"5927","Kew",3,"t",8e+05,"S","LITTLE","12/11/2016",5.6,2,2,848,97,1970,"Boroondara City Council",-37.796,145.0324,"Southern Metropolitan","10331"
"5931","Kew",5,"h",4850000,"S","Caine","12/11/2016",5.6,4,4,957,400,1930,"Boroondara City Council",-37.8112,145.057,"Southern Metropolitan","10331"
"5938","Kew",6,"h",6500000,"S","Jellis","13/08/2016",5.6,6,3,1334,365,1890,"Boroondara City Council",-37.8029,145.0267,"Southern Metropolitan","10331"
"5943","Kew",2,"u",580000,"PI","Nelson","13/08/2016",5.6,1,1,478,90,1970,"Boroondara City Council",-37.8071,145.0243,"Southern Metropolitan","10331"
"5946","Kew",3,"h",1905000,"S","Abercromby's","14/05/2016",5.6,2,2,591,190,1910,"Boroondara City Council",-37.812,145.0268,"Southern Metropolitan","10331"
"5947","Kew",2,"u",478000,"S","Fletchers","14/05/2016",5.6,1,1,478,51,1970,"Boroondara City Council",-37.7997,145.0304,"Southern Metropolitan","10331"
"5949","Kew",2,"u",672000,"S","RT","15/10/2016",5.6,1,1,478,77,1966,"Boroondara City Council",-37.8108,145.0545,"Southern Metropolitan","10331"
"5950","Kew",4,"h",2286000,"S","Jellis","15/10/2016",5.6,3,2,712,237,1975,"Boroondara City Council",-37.8034,145.0527,"Southern Metropolitan","10331"
"5955","Kew",3,"h",1575000,"PI","Marshall","15/10/2016",5.6,2,2,397,80,1940,"Boroondara City Council",-37.8013,145.0335,"Southern Metropolitan","10331"
"5956","Kew",2,"u",590000,"SP","Jellis","15/10/2016",5.6,1,1,478,80,1975,"Boroondara City Council",-37.805,145.0294,"Southern Metropolitan","10331"
"5966","Kew",4,"h",2350000,"VB","Jellis","17/09/2016",5.6,2,2,861,358,1983,"Boroondara City Council",-37.8047,145.0534,"Southern Metropolitan","10331"
"5967","Kew",4,"h",1312000,"PI","RT","17/09/2016",5.6,2,1,687,180,1955,"Boroondara City Council",-37.8096,145.0529,"Southern Metropolitan","10331"
"5968","Kew",2,"u",890000,"S","Jellis","17/09/2016",5.6,2,1,89,87,1965,"Boroondara City Council",-37.8148,145.0571,"Southern Metropolitan","10331"
"5971","Kew",2,"h",1331000,"S","Nelson","17/09/2016",5.6,1,1,424,89,1940,"Boroondara City Council",-37.7995,145.0418,"Southern Metropolitan","10331"
"5972","Kew",4,"h",1800000,"VB","Kay","17/09/2016",5.6,2,2,586,187,1940,"Boroondara City Council",-37.7933,145.0343,"Southern Metropolitan","10331"
"5979","Kew",3,"h",1476000,"S","Jellis","18/03/2017",5.6,2,2,288,203,1997,"Boroondara City Council",-37.7997,145.046,"Southern Metropolitan","10331"
"5980","Kew",4,"h",2590000,"S","Marshall","18/03/2017",5.6,2,2,660,215,1928,"Boroondara City Council",-37.8124,145.0361,"Southern Metropolitan","10331"
"5981","Kew",4,"h",2625000,"PI","Marshall","18/03/2017",5.6,2,2,717,225,1890,"Boroondara City Council",-37.8083,145.0418,"Southern Metropolitan","10331"
"5987","Kew",4,"h",2265000,"S","Jellis","18/03/2017",5.6,1,1,650,242,1930,"Boroondara City Council",-37.8098,145.022,"Southern Metropolitan","10331"
"5993","Kew",5,"h",1975000,"S","Kay","18/06/2016",5.6,2,1,531,1022,1890,"Boroondara City Council",-37.813,145.0411,"Southern Metropolitan","10331"
"5997","Kew",5,"h",2550000,"PI","Marshall","18/06/2016",5.6,4,2,597,342,2016,"Boroondara City Council",-37.7937,145.0353,"Southern Metropolitan","10331"
"6002","Kew",3,"t",1330000,"PI","Jellis","19/11/2016",5.6,2,2,205,184,1995,"Boroondara City Council",-37.7993,145.0267,"Southern Metropolitan","10331"
"6006","Kew",3,"h",1450000,"VB","Jellis","22/05/2016",5.6,2,2,247,204,1998,"Boroondara City Council",-37.8053,145.0327,"Southern Metropolitan","10331"
"6010","Kew",3,"h",3650000,"VB","Jellis","22/08/2016",5.6,2,3,1353,282,1960,"Boroondara City Council",-37.8006,145.0218,"Southern Metropolitan","10331"
"6013","Kew",2,"u",551000,"S","Jellis","23/04/2016",5.6,1,2,478,86,1992,"Boroondara City Council",-37.7925,145.0263,"Southern Metropolitan","10331"
"6023","Kew",4,"h",2460000,"S","Marshall","24/09/2016",5.6,4,2,737,293,1910,"Boroondara City Council",-37.8042,145.0291,"Southern Metropolitan","10331"
"6026","Kew",4,"h",2850000,"S","Marshall","25/02/2017",5.6,2,4,690,248,1890,"Boroondara City Council",-37.8037,145.0308,"Southern Metropolitan","10331"
"6030","Kew",5,"h",2425000,"VB","Jellis","25/02/2017",5.6,2,2,534,237,1890,"Boroondara City Council",-37.8044,145.0386,"Southern Metropolitan","10331"
"6031","Kew",2,"u",610000,"SP","Nelson","25/02/2017",5.6,1,1,745,72,1968,"Boroondara City Council",-37.8024,145.0346,"Southern Metropolitan","10331"
"6033","Kew",3,"u",955000,"S","Marshall","25/02/2017",5.6,2,2,140,121,1980,"Boroondara City Council",-37.8063,145.0179,"Southern Metropolitan","10331"
"6034","Kew",2,"t",707500,"S","Jellis","26/07/2016",5.6,1,1,124,86,1992,"Boroondara City Council",-37.7938,145.0321,"Southern Metropolitan","10331"
"6038","Kew",3,"t",732000,"S","Nelson","26/07/2016",5.6,1,1,904,110,1980,"Boroondara City Council",-37.801,145.0297,"Southern Metropolitan","10331"
"6039","Kew",2,"h",2875000,"S","Jellis","27/06/2016",5.6,1,1,1065,90,1910,"Boroondara City Council",-37.7944,145.0339,"Southern Metropolitan","10331"
"6048","Kew",3,"h",1500000,"PI","Marshall","27/11/2016",5.6,1,2,857,130,1941,"Boroondara City Council",-37.7981,145.0423,"Southern Metropolitan","10331"
"6049","Kew",4,"h",1750000,"S","hockingstuart","27/11/2016",5.6,3,2,641,230,2010,"Boroondara City Council",-37.7982,145.0281,"Southern Metropolitan","10331"
"6050","Kew",3,"u",1100000,"S","Jellis","27/11/2016",5.6,1,1,478,115,1935,"Boroondara City Council",-37.8087,145.0452,"Southern Metropolitan","10331"
"6052","Kew",3,"h",1440000,"S","Kay","27/11/2016",5.6,1,1,298,130,1900,"Boroondara City Council",-37.8021,145.0391,"Southern Metropolitan","10331"
"6053","Kew",4,"h",2560000,"PI","Jellis","27/11/2016",5.6,3,4,670,346,1990,"Boroondara City Council",-37.8042,145.0279,"Southern Metropolitan","10331"
"6054","Kew",5,"h",2600000,"VB","hockingstuart","27/11/2016",5.6,2,2,674,281,1959,"Boroondara City Council",-37.8064,145.0608,"Southern Metropolitan","10331"
"6056","Kew",5,"h",3280000,"PI","Marshall","27/11/2016",5.6,5,2,480,147,1979,"Boroondara City Council",-37.8117,145.0449,"Southern Metropolitan","10331"
"6070","Kew",3,"u",620000,"VB","hockingstuart","28/05/2016",5.6,1,1,478,112,1970,"Boroondara City Council",-37.7978,145.0333,"Southern Metropolitan","10331"
"6071","Kew",4,"h",2600000,"VB","Kay","28/08/2016",5.6,3,2,700,700,1992,"Boroondara City Council",-37.8033,145.0526,"Southern Metropolitan","10331"
"6075","Kew",5,"h",2800000,"PI","Marshall","28/08/2016",5.6,2,3,920,241,1900,"Boroondara City Council",-37.8017,145.0419,"Southern Metropolitan","10331"
"6077","Kew",3,"h",1420000,"S","Marshall","28/08/2016",5.6,2,2,275,153,1999,"Boroondara City Council",-37.8052,145.0489,"Southern Metropolitan","10331"
"6079","Kew",3,"h",1800000,"PI","Jellis","28/08/2016",5.6,2,1,336,139,1910,"Boroondara City Council",-37.8074,145.0318,"Southern Metropolitan","10331"
"6083","Kew",1,"u",395000,"VB","Jellis","30/07/2016",5.6,1,1,478,55,2005,"Boroondara City Council",-37.7999,145.0544,"Southern Metropolitan","10331"
"6084","Kew",4,"h",2250000,"S","Marshall","30/07/2016",5.6,3,2,741,307,1890,"Boroondara City Council",-37.8043,145.0291,"Southern Metropolitan","10331"
"6092","Kew East",5,"h",1950000,"VB","hockingstuart","4/06/2016",7.5,2,3,711,253,1940,"Boroondara City Council",-37.7923,145.0528,"Southern Metropolitan","2671"
"6094","Kew East",2,"u",605000,"S","Nelson","7/05/2016",7.5,1,1,478,83,1960,"Boroondara City Council",-37.7969,145.0511,"Southern Metropolitan","2671"
"6098","Kew East",3,"h",1920000,"S","Jellis","10/12/2016",7.5,1,2,672,152,1940,"Boroondara City Council",-37.789,145.0616,"Southern Metropolitan","2671"
"6105","Kew East",3,"h",1615000,"S","Nelson","13/08/2016",7.5,1,1,702,127,1933,"Boroondara City Council",-37.7922,145.0518,"Southern Metropolitan","2671"
"6111","Kew East",4,"h",2081000,"S","Nelson","16/04/2016",7.5,4,3,948,311,1960,"Boroondara City Council",-37.7881,145.0631,"Southern Metropolitan","2671"
"6112","Kew East",4,"h",1315000,"SP","Nelson","17/09/2016",7.5,2,2,458,200,1930,"Boroondara City Council",-37.7981,145.0472,"Southern Metropolitan","2671"
"6115","Kew East",3,"h",1750000,"S","Jellis","17/09/2016",7.5,2,4,611,160,1930,"Boroondara City Council",-37.7997,145.058,"Southern Metropolitan","2671"
"6119","Kew East",5,"h",2100000,"VB","Nelson","18/06/2016",7.5,3,2,695,360,1950,"Boroondara City Council",-37.7904,145.0548,"Southern Metropolitan","2671"
"6123","Kew East",6,"h",1300000,"VB","Noel","22/05/2016",7.5,3,2,730,310,1968,"Boroondara City Council",-37.7917,145.0509,"Southern Metropolitan","2671"
"6128","Kew East",4,"h",1315000,"SP","Nelson","24/09/2016",7.5,2,2,458,200,1930,"Boroondara City Council",-37.7981,145.0472,"Southern Metropolitan","2671"
"6131","Kew East",3,"t",1620000,"S","Fletchers","25/02/2017",7.5,2,2,248,167,2012,"Boroondara City Council",-37.7923,145.0595,"Southern Metropolitan","2671"
"6151","Maidstone",3,"t",615000,"S","Jas","3/09/2016",9.2,2,2,165,161,2007,"Maribyrnong City Council",-37.7773,144.8725,"Western Metropolitan","3873"
"6152","Maidstone",3,"h",715000,"S","Burnham","3/09/2016",9.2,1,1,576,128,1970,"Maribyrnong City Council",-37.7808,144.8678,"Western Metropolitan","3873"
"6154","Maidstone",4,"h",826000,"S","Rendina","3/09/2016",9.2,2,2,308,185,2012,"Maribyrnong City Council",-37.7833,144.8817,"Western Metropolitan","3873"
"6155","Maidstone",2,"u",275000,"PI","Burnham","3/12/2016",9.2,1,1,1972,63,1960,"Maribyrnong City Council",-37.7863,144.8769,"Western Metropolitan","3873"
"6156","Maidstone",2,"h",711000,"S","Jas","3/12/2016",9.2,1,0,163,69,1920,"Maribyrnong City Council",-37.789,144.8813,"Western Metropolitan","3873"
"6160","Maidstone",3,"t",695000,"SP","Sweeney","4/03/2017",9.2,2,1,156,124,2012,"Maribyrnong City Council",-37.7898,144.8722,"Western Metropolitan","3873"
"6164","Maidstone",3,"h",490000,"SP","Jas","4/06/2016",9.2,1,2,306,91,1960,"Maribyrnong City Council",-37.7838,144.8724,"Western Metropolitan","3873"
"6168","Maidstone",2,"h",502000,"SP","Sweeney","8/10/2016",9.2,1,1,144,79,2005,"Maribyrnong City Council",-37.7895,144.8667,"Western Metropolitan","3873"
"6169","Maidstone",3,"h",721000,"S","Sweeney/Advantage","8/10/2016",9.2,2,1,239,121,1955,"Maribyrnong City Council",-37.7882,144.8784,"Western Metropolitan","3873"
"6175","Maidstone",3,"h",840000,"S","Nelson","10/12/2016",9.2,1,1,584,81,1900,"Maribyrnong City Council",-37.7885,144.8771,"Western Metropolitan","3873"
"6176","Maidstone",2,"u",335000,"SP","Biggin","11/02/2017",9.2,1,1,478,70,2009,"Maribyrnong City Council",-37.7776,144.8723,"Western Metropolitan","3873"
"6179","Maidstone",3,"h",832000,"SP","Sweeney","12/11/2016",9.2,1,2,300,125,1950,"Maribyrnong City Council",-37.7896,144.8752,"Western Metropolitan","3873"
"6180","Maidstone",2,"h",646000,"SP","Jas","13/08/2016",9.2,1,2,270,95,1900,"Maribyrnong City Council",-37.7871,144.8791,"Western Metropolitan","3873"
"6183","Maidstone",3,"h",673000,"SP","Biggin","14/05/2016",9.2,1,2,285,107,1910,"Maribyrnong City Council",-37.7813,144.8678,"Western Metropolitan","3873"
"6187","Maidstone",3,"h",695000,"S","Burnham","15/10/2016",9.2,1,2,214,146,2007,"Maribyrnong City Council",-37.7798,144.8661,"Western Metropolitan","3873"
"6189","Maidstone",2,"u",349000,"PI","hockingstuart","16/04/2016",9.2,1,1,478,69,2011,"Maribyrnong City Council",-37.7795,144.8729,"Western Metropolitan","3873"
"6192","Maidstone",3,"t",555000,"PI","Biggin","17/09/2016",9.2,1,2,210,121,2012,"Maribyrnong City Council",-37.7869,144.8749,"Western Metropolitan","3873"
"6196","Maidstone",2,"u",352500,"S","hockingstuart","18/03/2017",9.2,1,1,15100,66,2012,"Maribyrnong City Council",-37.7795,144.8729,"Western Metropolitan","3873"
"6200","Maidstone",5,"h",1350000,"S","Biggin","19/11/2016",9.2,3,2,527,358,2009,"Maribyrnong City Council",-37.7746,144.8727,"Western Metropolitan","3873"
"6202","Maidstone",2,"t",510000,"SP","Sweeney","22/08/2016",9.2,1,2,118,91,2014,"Maribyrnong City Council",-37.787,144.8748,"Western Metropolitan","3873"
"6213","Maidstone",3,"h",490000,"SP","Biggin","26/07/2016",9.2,1,2,269,80,1960,"Maribyrnong City Council",-37.7844,144.8665,"Western Metropolitan","3873"
"6218","Maidstone",4,"h",675000,"S","Sweeney","28/05/2016",9.2,1,1,595,80,1950,"Maribyrnong City Council",-37.7817,144.868,"Western Metropolitan","3873"
"6219","Maidstone",3,"h",865000,"SP","Jas","28/08/2016",9.2,1,3,381,121,1940,"Maribyrnong City Council",-37.7874,144.8763,"Western Metropolitan","3873"
